state,group,rurality,year,half_year,suppression_used,total_prescriptions,chipMedicaidEnroll
sc,0,2,2016,2,TRUE,0,1032898
sd,0,3,2011,1,FALSE,1095,115117
sd,0,3,2011,1,TRUE,0,115117
sd,0,3,2011,2,FALSE,1318,115407
sd,0,3,2011,2,TRUE,0,115407
sd,0,3,2012,1,FALSE,1589,115958
sd,0,3,2012,1,TRUE,0,115958
sd,0,3,2012,2,FALSE,1376,115836
sd,0,3,2012,2,TRUE,0,115836
sd,0,3,2013,1,FALSE,1569,115514
sd,0,3,2013,1,TRUE,0,115514
sd,0,3,2013,2,FALSE,1457,114012
sd,0,3,2013,2,TRUE,0,114012
sd,0,3,2014,1,FALSE,1211,115927
sd,0,3,2014,1,TRUE,0,115927
sd,0,3,2014,2,FALSE,1898,116878
sd,0,3,2014,2,TRUE,0,116878
sd,0,3,2015,1,FALSE,2782,118429
sd,0,3,2015,1,TRUE,0,118429
sd,0,3,2015,2,FALSE,3038,118295
sd,0,3,2015,2,TRUE,0,118295
sd,0,3,2016,1,FALSE,3099,119350
sd,0,3,2016,1,TRUE,0,119350
sd,0,3,2016,2,FALSE,3002,119956
sd,0,3,2016,2,TRUE,0,119956
tn,0,2,2011,1,FALSE,17925,1367983
tn,0,2,2011,1,TRUE,0,1367983
tn,0,2,2011,2,FALSE,18865,1402564
tn,0,2,2011,2,TRUE,0,1402564
tn,0,2,2012,1,FALSE,20304,1395207
tn,0,2,2012,1,TRUE,0,1395207
tn,0,2,2012,2,FALSE,25408,1393331
tn,0,2,2012,2,TRUE,0,1393331
tn,0,2,2013,1,FALSE,27824,1388477
tn,0,2,2013,1,TRUE,0,1388477
tn,0,2,2013,2,FALSE,25660,1357749
tn,0,2,2013,2,TRUE,0,1357749
tn,0,2,2014,1,FALSE,27501,1339752
tn,0,2,2014,1,TRUE,0,1339752
tn,0,2,2014,2,FALSE,29170,1425497
tn,0,2,2014,2,TRUE,0,1425497
tn,0,2,2015,1,FALSE,29079,1498455
tn,0,2,2015,1,TRUE,0,1498455
tn,0,2,2015,2,FALSE,32469,1564417
tn,0,2,2015,2,TRUE,0,1564417
tn,0,2,2016,1,FALSE,33369,1623164
tn,0,2,2016,1,TRUE,0,1623164
tn,0,2,2016,2,FALSE,34925,1636770
tn,0,2,2016,2,TRUE,0,1636770
tx,0,1,2011,1,FALSE,47627,4168025
tx,0,1,2011,1,TRUE,0,4168025
tx,0,1,2011,2,FALSE,42836,3249045
tx,0,1,2011,2,TRUE,0,3249045
tx,0,1,2012,1,FALSE,23173,4207017
tx,0,1,2012,1,TRUE,0,4207017
tx,0,1,2012,2,FALSE,15466,4203449
tx,0,1,2012,2,TRUE,0,4203449
tx,0,1,2013,1,FALSE,18232,4285836
tx,0,1,2013,1,TRUE,0,4285836
tx,0,1,2013,2,FALSE,15162,4211175
tx,0,1,2013,2,TRUE,0,4211175
tx,0,1,2014,1,FALSE,12830,4535706
tx,0,1,2014,1,TRUE,0,4535706
tx,0,1,2014,2,FALSE,24241,4704853
tx,0,1,2014,2,TRUE,0,4704853
tx,0,1,2015,1,FALSE,85300,4672896
tx,0,1,2015,1,TRUE,0,4672896
tx,0,1,2015,2,FALSE,86555,4727969
tx,0,1,2015,2,TRUE,0,4727969
tx,0,1,2016,1,FALSE,88402,4740159
tx,0,1,2016,1,TRUE,0,4740159
tx,0,1,2016,2,FALSE,88500,4799893
tx,0,1,2016,2,TRUE,0,4799893
ut,0,1,2011,1,FALSE,3149,310696
ut,0,1,2011,1,TRUE,0,310696
ut,0,1,2011,2,FALSE,2706,311031
ut,0,1,2011,2,TRUE,0,311031
ut,0,1,2012,1,FALSE,3652,319905
ut,0,1,2012,1,TRUE,0,319905
ut,0,1,2012,2,FALSE,3715,318078
ut,0,1,2012,2,TRUE,0,318078
ut,0,1,2013,1,FALSE,4139,325382
ut,0,1,2013,1,TRUE,0,325382
ut,0,1,2013,2,FALSE,4816,317277
ut,0,1,2013,2,TRUE,0,317277
ut,0,1,2014,1,FALSE,5954,332542
ut,0,1,2014,1,TRUE,0,332542
ut,0,1,2014,2,FALSE,6475,298773
ut,0,1,2014,2,TRUE,0,298773
ut,0,1,2015,1,FALSE,7446,308627
ut,0,1,2015,1,TRUE,0,308627
ut,0,1,2015,2,FALSE,6938,311057
ut,0,1,2015,2,TRUE,0,311057
ut,0,1,2016,1,FALSE,7304,313641
ut,0,1,2016,1,TRUE,0,313641
ut,0,1,2016,2,FALSE,6602,311117
ut,0,1,2016,2,TRUE,0,311117
va,0,2,2011,1,FALSE,17537,916953
va,0,2,2011,1,TRUE,0,916953
va,0,2,2011,2,FALSE,19722,932403
va,0,2,2011,2,TRUE,0,932403
va,0,2,2012,1,FALSE,20541,946033
va,0,2,2012,1,TRUE,0,946033
va,0,2,2012,2,FALSE,28497,964650
va,0,2,2012,2,TRUE,0,964650
va,0,2,2013,1,FALSE,28810,965521
va,0,2,2013,1,TRUE,0,965521
va,0,2,2013,2,FALSE,28778,956216
va,0,2,2013,2,TRUE,0,956216
va,0,2,2014,1,FALSE,26593,1080252
va,0,2,2014,1,TRUE,0,1080252
va,0,2,2014,2,FALSE,29737,958583
va,0,2,2014,2,TRUE,0,958583
va,0,2,2015,1,FALSE,31795,978672
va,0,2,2015,1,TRUE,0,978672
va,0,2,2015,2,FALSE,35236,955868
va,0,2,2015,2,TRUE,0,955868
va,0,2,2016,1,FALSE,36338,983389
va,0,2,2016,1,TRUE,0,983389
va,0,2,2016,2,FALSE,37634,993220
va,0,2,2016,2,TRUE,0,993220
vt,1,3,2011,1,FALSE,2478,143621
vt,1,3,2011,1,TRUE,0,143621
vt,1,3,2011,2,FALSE,2563,242852
vt,1,3,2011,2,TRUE,0,242852
vt,1,3,2012,1,FALSE,2764,145736
vt,1,3,2012,1,TRUE,0,145736
vt,1,3,2012,2,FALSE,2912,145989
vt,1,3,2012,2,TRUE,0,145989
vt,1,3,2013,1,FALSE,3487,146586
vt,1,3,2013,1,TRUE,0,146586
vt,1,3,2013,2,FALSE,3470,145342
vt,1,3,2013,2,TRUE,0,145342
vt,1,3,2014,1,FALSE,3712,188422
vt,1,3,2014,1,TRUE,0,188422
vt,1,3,2014,2,FALSE,3473,177819
vt,1,3,2014,2,TRUE,0,177819
vt,1,3,2015,1,FALSE,4747,184594
vt,1,3,2015,1,TRUE,0,184594
vt,1,3,2015,2,FALSE,4864,191415
vt,1,3,2015,2,TRUE,0,191415
vt,1,3,2016,1,FALSE,5391,185382
vt,1,3,2016,1,TRUE,0,185382
vt,1,3,2016,2,FALSE,5360,169092
vt,1,3,2016,2,TRUE,0,169092
wi,0,2,2011,1,FALSE,24357,1057870
wi,0,2,2011,1,TRUE,0,1057870
wi,0,2,2011,2,FALSE,27083,1061744
wi,0,2,2011,2,TRUE,0,1061744
wi,0,2,2012,1,FALSE,28592,1060168
wi,0,2,2012,1,TRUE,0,1060168
wi,0,2,2012,2,FALSE,30154,1041656
wi,0,2,2012,2,TRUE,0,1041656
wi,0,2,2013,1,FALSE,32567,1048560
wi,0,2,2013,1,TRUE,0,1048560
wi,0,2,2013,2,FALSE,31621,1036812
wi,0,2,2013,2,TRUE,0,1036812
wi,0,2,2014,1,FALSE,35423,1193576
wi,0,2,2014,1,TRUE,0,1193576
wi,0,2,2014,2,FALSE,39292,1034899
wi,0,2,2014,2,TRUE,0,1034899
wi,0,2,2015,1,FALSE,45506,1047631
wi,0,2,2015,1,TRUE,0,1047631
wi,0,2,2015,2,FALSE,46046,1044478
wi,0,2,2015,2,TRUE,0,1044478
wi,0,2,2016,1,FALSE,49274,1047259
wi,0,2,2016,1,TRUE,0,1047259
wi,0,2,2016,2,FALSE,50989,1037863
wi,0,2,2016,2,TRUE,0,1037863
wv,1,3,2011,1,FALSE,12183,359469
wv,1,3,2011,1,TRUE,0,359469
wv,1,3,2011,2,FALSE,13199,360488
wv,1,3,2011,2,TRUE,0,360488
wv,1,3,2012,1,FALSE,14110,358614
wv,1,3,2012,1,TRUE,0,358614
wv,1,3,2012,2,FALSE,14291,357002
wv,1,3,2012,2,TRUE,0,357002
wv,1,3,2013,1,FALSE,15325,357279
wv,1,3,2013,1,TRUE,0,357279
wv,1,3,2013,2,FALSE,15928,375411
wv,1,3,2013,2,TRUE,0,375411
wv,1,3,2014,1,FALSE,22191,514188
wv,1,3,2014,1,TRUE,0,514188
wv,1,3,2014,2,FALSE,31002,522491
wv,1,3,2014,2,TRUE,0,522491
wv,1,3,2015,1,FALSE,31544,538601
wv,1,3,2015,1,TRUE,0,538601
wv,1,3,2015,2,FALSE,32940,548380
wv,1,3,2015,2,TRUE,0,548380
wv,1,3,2016,1,FALSE,40336,573178
wv,1,3,2016,1,TRUE,0,573178
wv,1,3,2016,2,FALSE,40672,567064
wv,1,3,2016,2,TRUE,0,567064
wy,0,2,2011,1,FALSE,1281,73397
wy,0,2,2011,1,TRUE,0,73397
wy,0,2,2011,2,FALSE,1313,72758
wy,0,2,2011,2,TRUE,0,72758
wy,0,2,2012,1,FALSE,1620,72866
wy,0,2,2012,1,TRUE,0,72866
wy,0,2,2012,2,FALSE,1601,73059
wy,0,2,2012,2,TRUE,0,73059
wy,0,2,2013,1,FALSE,1376,72386
wy,0,2,2013,1,TRUE,0,72386
wy,0,2,2013,2,FALSE,1682,71908
wy,0,2,2013,2,TRUE,0,71908
wy,0,2,2014,1,FALSE,1506,67094
wy,0,2,2014,1,TRUE,0,67094
wy,0,2,2014,2,FALSE,1735,71535
wy,0,2,2014,2,TRUE,0,71535
wy,0,2,2015,1,FALSE,1870,65445
wy,0,2,2015,1,TRUE,0,65445
wy,0,2,2015,2,FALSE,1618,64508
wy,0,2,2015,2,TRUE,0,64508
wy,0,2,2016,1,FALSE,1184,64048
wy,0,2,2016,1,TRUE,0,64048
wy,0,2,2016,2,FALSE,2135,61925
wy,0,2,2016,2,TRUE,0,61925
