year,state,halfyear,suppression,totalRX
2016,MT,2,F,3611
2016,NC,1,T,0
2016,NC,1,F,22961
2016,NC,2,T,0
2016,NC,2,F,23315
2016,NE,1,T,0
2016,NE,1,F,3227
2016,NE,2,F,2599
2016,NE,2,T,0
2016,NH,1,T,0
2016,NH,1,F,3885
2016,NH,2,T,0
2016,NH,2,F,3328
2016,NJ,1,T,0
2016,NJ,1,F,20684
2016,NJ,2,F,21026
2016,NJ,2,T,0
2016,NM,1,F,3970
2016,NM,1,T,0
2016,NM,2,T,0
2016,NM,2,F,5654
2016,NV,1,T,0
2016,NV,1,F,9501
2016,NV,2,T,0
2016,NV,2,F,7314
2016,NY,1,F,66403
2016,NY,1,T,0
2016,NY,2,T,0
2016,NY,2,F,52338
2016,OH,1,F,91397
2016,OH,1,T,0
2016,OH,2,F,83845
2016,OH,2,T,0
2016,OK,1,F,10835
2016,OK,1,T,0
2016,OK,2,F,11199
2016,OK,2,T,0
2016,OR,1,T,0
2016,OR,1,F,15891
2016,OR,2,T,0
2016,OR,2,F,14283
2016,PA,1,F,30538
2016,PA,1,T,0
2016,PA,2,F,28345
2016,PA,2,T,0
2016,RI,1,T,0
2016,RI,1,F,2532
2016,RI,2,F,2688
2016,RI,2,T,0
2016,SC,1,T,0
2016,SC,1,F,5614
2016,SC,2,T,0
2016,SC,2,F,6207
2016,SD,1,T,0
2016,SD,1,F,2186
2016,SD,2,T,0
2016,SD,2,F,2014
2016,TN,1,T,0
2016,TN,1,F,21667
2016,TN,2,T,0
2016,TN,2,F,21954
2016,TX,1,F,21217
2016,TX,1,T,0
2016,TX,2,T,0
2016,TX,2,F,20836
2016,UT,1,T,0
2016,UT,1,F,2846
2016,UT,2,T,0
2016,UT,2,F,2272
2016,VA,1,T,0
2016,VA,1,F,18122
2016,VA,2,T,0
2016,VA,2,F,19137
2016,VT,1,T,0
2016,VT,1,F,2597
2016,VT,2,T,0
2016,VT,2,F,2435
2016,WA,1,F,19505
2016,WA,1,T,0
2016,WA,2,F,20382
2016,WA,2,T,0
2016,WI,1,F,23297
2016,WI,1,T,0
2016,WI,2,F,23330
2016,WI,2,T,0
2016,WV,1,F,11888
2016,WV,1,T,0
2016,WV,2,T,0
2016,WV,2,F,10635
2016,WY,1,T,0
2016,WY,1,F,480
2016,WY,2,T,0
2016,WY,2,F,1425
